Marital_status,Application_order,Course,Previous_qualification,Mother's_qualification,Father's_qualification,Admission_grade,Educational_special_needs,Gender,Scholarship_holder,Age_at_enrollment,Unemployment_rate,Inflation_rate,GDP,Target
single,5,Tourism,1,19,37,120.5,no,male,no,19,7.6,2.6,0.32,Dropout
single,1,Communication Design,1,1,19,134.9,no,male,no,20,16.2,0.3,-0.92,Graduate
single,1,Informatics Engineering,1,1,3,123,no,male,no,18,9.4,-0.8,-3.12,Dropout
single,1,Advertising and Marketing Management,1,38,37,122.9,no,male,no,20,10.8,1.4,1.74,Dropout
single,1,Management (evening attendance),1,37,38,140,no,male,no,39,15.5,2.8,-4.06,Enrolled
single,1,Veterinary Nursing,1,19,38,122.5,no,male,no,19,11.1,0.6,2.02,Enrolled
single,1,Management (evening attendance),12,37,37,121.5,no,male,no,38,7.6,2.6,0.32,Enrolled
single,3,Nursing,1,19,37,132.3,no,male,yes,18,7.6,2.6,0.32,Graduate
single,4,Nursing,1,19,38,131.5,no,male,yes,18,13.9,-0.3,0.79,Graduate
married,1,Equinculture,9,34,34,128.2,no,male,no,28,7.6,2.6,0.32,Dropout
single,1,Advertising and Marketing Management,1,37,37,148,no,male,no,31,12.7,3.7,-1.7,Dropout
single,1,Nursing,1,2,19,121.5,no,male,no,23,7.6,2.6,0.32,Graduate
single,1,Nursing,1,38,19,135.4,no,male,no,21,11.1,0.6,2.02,Enrolled
single,1,Social Service,19,37,37,139,no,male,no,33,16.2,0.3,-0.92,Dropout
single,1,Management,1,37,37,113.4,no,male,no,22,12.7,3.7,-1.7,Dropout
single,1,Informatics Engineering,39,19,37,150,no,male,no,20,12.4,0.5,1.79,Dropout
single,1,Advertising and Marketing Management,1,37,38,122,no,male,no,19,8.9,1.4,3.51,Enrolled
single,1,Veterinary Nursing,39,38,38,150,no,male,no,20,16.2,0.3,-0.92,Graduate
single,1,Tourism,12,37,37,119.3,no,male,no,25,9.4,-0.8,-3.12,Enrolled
single,1,Agronomy,1,1,1,140,no,male,no,25,13.9,-0.3,0.79,Dropout
single,4,Communication Design,1,4,19,125,no,male,no,19,9.4,-0.8,-3.12,Enrolled
single,1,Advertising and Marketing Management,1,2,1,140.7,no,male,no,20,7.6,2.6,0.32,Graduate
married,1,Nursing,19,19,19,100,no,male,no,33,16.2,0.3,-0.92,Enrolled
single,5,Journalism and Communication,1,1,37,146.7,no,male,no,19,7.6,2.6,0.32,Graduate
single,1,Equinculture,19,34,34,96,no,male,no,31,7.6,2.6,0.32,Dropout
single,1,Informatics Engineering,39,3,38,160,no,male,no,24,8.9,1.4,3.51,Dropout
single,1,Informatics Engineering,39,19,3,130,no,male,no,23,15.5,2.8,-4.06,Dropout
married,1,Management (evening attendance),1,1,3,130,no,male,yes,26,9.4,-0.8,-3.12,Dropout
married,1,Communication Design,2,37,37,140,no,male,no,38,16.2,0.3,-0.92,Graduate
single,6,Informatics Engineering,1,19,19,116.6,no,male,yes,20,8.9,1.4,3.51,Graduate
single,5,Informatics Engineering,1,1,19,120.5,no,male,no,20,12.4,0.5,1.79,Graduate
single,1,Veterinary Nursing,19,3,1,103,no,male,no,25,10.8,1.4,1.74,Dropout
single,2,Communication Design,1,1,19,111.9,no,male,no,19,8.9,1.4,3.51,Graduate
single,1,Informatics Engineering,1,1,38,148.7,no,male,no,18,8.9,1.4,3.51,Graduate
single,1,Management (evening attendance),12,12,12,120,no,male,no,28,10.8,1.4,1.74,Dropout
single,2,Informatics Engineering,1,19,19,125.7,no,male,no,18,9.4,-0.8,-3.12,Enrolled
single,1,Tourism,1,1,38,120.1,no,male,yes,20,8.9,1.4,3.51,Graduate
single,1,Equinculture,1,4,3,127.8,no,male,no,18,11.1,0.6,2.02,Graduate
single,3,Management,1,1,1,106.4,no,male,no,19,12.4,0.5,1.79,Graduate
single,1,Nursing,1,19,19,100,no,male,no,24,12.7,3.7,-1.7,Dropout
single,4,Veterinary Nursing,1,1,3,123.9,no,male,no,21,10.8,1.4,1.74,Dropout
single,1,Advertising and Marketing Management,1,3,37,139.5,no,male,yes,20,12.7,3.7,-1.7,Graduate
single,1,Agronomy,39,19,1,150,no,male,no,21,13.9,-0.3,0.79,Graduate
married,1,Oral Hygiene,1,19,19,139.8,no,male,no,24,10.8,1.4,1.74,Graduate
single,1,Management (evening attendance),1,38,37,154.4,no,male,no,27,10.8,1.4,1.74,Dropout
single,6,Management,1,37,38,115.5,no,male,no,19,8.9,1.4,3.51,Enrolled
single,1,Social Service (evening attendance),1,3,19,119,no,male,no,39,8.9,1.4,3.51,Graduate
single,1,Biofuel Production Technologies,1,19,37,96.1,no,male,no,25,12.4,0.5,1.79,Dropout
single,1,Animation and Multimedia Design,3,1,2,130,no,male,no,18,9.4,-0.8,-3.12,Dropout
single,1,Communication Design,1,1,2,128.8,no,male,no,19,10.8,1.4,1.74,Graduate
single,1,Journalism and Communication,1,38,37,126.8,no,male,yes,21,13.9,-0.3,0.79,Graduate
single,1,Management (evening attendance),40,1,3,130,no,male,no,27,8.9,1.4,3.51,Dropout
single,3,Management,1,1,1,116.7,no,male,no,19,7.6,2.6,0.32,Enrolled
single,3,Nursing,1,3,1,125.5,no,male,no,18,10.8,1.4,1.74,Enrolled
single,1,Advertising and Marketing Management,3,27,37,110,no,male,no,27,9.4,-0.8,-3.12,Dropout
single,3,Journalism and Communication,1,19,38,133.7,no,male,no,18,12.7,3.7,-1.7,Dropout
single,1,Equinculture,1,2,3,117.6,no,male,no,19,9.4,-0.8,-3.12,Enrolled
single,1,Agronomy,39,19,38,140,no,male,no,19,13.9,-0.3,0.79,Dropout
single,1,Agronomy,39,19,1,150,no,male,no,22,15.5,2.8,-4.06,Enrolled
single,2,Social Service,1,19,38,133.7,no,female,no,18,10.8,1.4,1.74,Graduate
single,4,Journalism and Communication,1,37,37,137,no,female,yes,18,10.8,1.4,1.74,Graduate
single,1,Management,1,4,19,128.2,no,female,no,23,9.4,-0.8,-3.12,Dropout
single,4,Animation and Multimedia Design,1,1,4,129.2,no,male,no,20,9.4,-0.8,-3.12,Dropout
single,3,Journalism and Communication,1,2,1,129.5,no,male,no,18,16.2,0.3,-0.92,Graduate
single,4,Journalism and Communication,1,19,19,129.6,no,male,no,18,12.4,0.5,1.79,Graduate
single,3,Informatics Engineering,1,1,19,121.7,no,male,no,18,8.9,1.4,3.51,Enrolled
single,2,Journalism and Communication,1,19,1,141.8,no,male,no,20,12.7,3.7,-1.7,Graduate
single,3,Journalism and Communication,1,3,1,129.8,no,male,no,20,15.5,2.8,-4.06,Graduate
single,1,Communication Design,39,1,1,106,no,male,no,21,12.4,0.5,1.79,Dropout
single,1,Animation and Multimedia Design,1,19,19,121.6,no,male,no,22,13.9,-0.3,0.79,Enrolled
single,1,Informatics Engineering,1,19,1,121.5,no,male,no,20,11.1,0.6,2.02,Dropout
single,1,Animation and Multimedia Design,1,1,37,117,no,male,no,19,15.5,2.8,-4.06,Enrolled
single,1,Informatics Engineering,39,38,19,130,no,male,no,19,12.4,0.5,1.79,Enrolled
single,1,Advertising and Marketing Management,1,1,1,117.7,no,male,no,20,8.9,1.4,3.51,Graduate
single,1,Veterinary Nursing,39,19,37,140,no,male,no,19,12.4,0.5,1.79,Dropout
single,1,Informatics Engineering,1,1,12,133.1,no,male,no,19,11.1,0.6,2.02,Dropout
single,1,Informatics Engineering,1,2,2,100,no,male,no,24,8.9,1.4,3.51,Enrolled
single,1,Advertising and Marketing Management,1,19,1,119.1,no,male,no,18,10.8,1.4,1.74,Dropout
single,1,Informatics Engineering,1,19,19,129.8,no,male,yes,18,8.9,1.4,3.51,Enrolled
single,1,Social Service,1,19,38,131.3,no,female,no,18,8.9,1.4,3.51,Dropout
single,5,Journalism and Communication,1,1,1,136.7,no,female,no,18,8.9,1.4,3.51,Graduate
single,1,Social Service,1,19,37,126.2,no,female,yes,21,12.4,0.5,1.79,Graduate
single,1,Veterinary Nursing,1,37,37,109.6,no,female,no,18,11.1,0.6,2.02,Dropout
single,1,Nursing,1,1,19,131.9,no,female,yes,18,11.1,0.6,2.02,Graduate
single,2,Social Service,1,19,37,140.7,no,female,yes,18,10.8,1.4,1.74,Graduate
single,6,Social Service (evening attendance),1,3,19,120.7,no,female,no,23,13.9,-0.3,0.79,Dropout
single,2,Management,1,3,19,113.8,no,female,no,21,8.9,1.4,3.51,Graduate
single,1,Social Service,1,19,38,121,no,female,no,20,9.4,-0.8,-3.12,Enrolled
single,1,Social Service (evening attendance),1,34,34,112.4,no,female,no,26,7.6,2.6,0.32,Dropout
single,6,Journalism and Communication,1,1,19,131,no,female,yes,18,7.6,2.6,0.32,Enrolled
single,1,Animation and Multimedia Design,1,3,37,142.7,no,female,no,18,16.2,0.3,-0.92,Dropout
single,1,Advertising and Marketing Management,1,19,19,125.5,no,female,yes,19,8.9,1.4,3.51,Graduate
single,3,Nursing,1,19,1,107.8,no,female,yes,20,13.9,-0.3,0.79,Graduate
single,3,Journalism and Communication,1,38,19,110.4,no,female,no,19,16.2,0.3,-0.92,Dropout
single,1,Social Service,39,37,19,136.1,no,female,no,21,12.4,0.5,1.79,Enrolled
single,1,Tourism,1,37,37,138.3,no,female,no,33,10.8,1.4,1.74,Graduate
single,2,Veterinary Nursing,1,3,38,142.3,no,female,no,18,7.6,2.6,0.32,Graduate
single,1,Nursing,6,37,1,145,no,female,no,21,7.6,2.6,0.32,Graduate
single,1,Journalism and Communication,1,3,19,125.7,no,female,no,19,8.9,1.4,3.51,Graduate
divorced,1,Basic Education,19,38,19,108,no,female,no,33,8.9,1.4,3.51,Enrolled
married,4,Nursing,1,38,38,128.7,no,female,no,18,15.5,2.8,-4.06,Graduate
single,1,Advertising and Marketing Management,1,1,19,128,no,female,yes,18,11.1,0.6,2.02,Graduate
single,3,Journalism and Communication,1,19,38,146.5,no,female,yes,20,11.1,0.6,2.02,Graduate
single,2,Tourism,1,37,37,106.1,no,female,no,20,11.1,0.6,2.02,Dropout
single,2,Social Service (evening attendance),1,19,1,118,no,female,yes,20,10.8,1.4,1.74,Graduate
single,1,Veterinary Nursing,1,1,37,117,no,female,yes,19,10.8,1.4,1.74,Graduate
single,3,Social Service,1,38,37,115.4,no,female,yes,19,13.9,-0.3,0.79,Graduate
single,3,Social Service,1,41,1,117,no,female,no,21,11.1,0.6,2.02,Graduate
single,1,Veterinary Nursing,1,3,3,144.9,no,female,no,26,12.4,0.5,1.79,Enrolled
single,1,Social Service,1,37,37,127,no,female,no,21,16.2,0.3,-0.92,Dropout
single,4,Nursing,1,19,38,118,no,female,no,18,12.7,3.7,-1.7,Graduate
facto union,1,Basic Education,19,37,37,118,no,female,no,27,12.4,0.5,1.79,Dropout
single,1,Communication Design,1,1,38,126.4,no,female,yes,20,15.5,2.8,-4.06,Graduate
single,1,Advertising and Marketing Management,39,19,3,110,no,female,no,21,16.2,0.3,-0.92,Enrolled
single,1,Oral Hygiene,1,38,37,124.4,no,female,yes,18,15.5,2.8,-4.06,Graduate
single,1,Veterinary Nursing,39,1,19,140,no,female,no,20,16.2,0.3,-0.92,Enrolled
single,1,Journalism and Communication,1,1,19,129.4,no,female,no,18,11.1,0.6,2.02,Graduate
single,1,Social Service,39,1,1,141.7,no,female,yes,20,13.9,-0.3,0.79,Graduate
single,2,Veterinary Nursing,1,1,19,132.1,no,female,yes,19,12.7,3.7,-1.7,Graduate
single,5,Nursing,1,37,3,116.8,no,female,no,20,13.9,-0.3,0.79,Graduate
single,1,Management (evening attendance),1,19,37,135,no,female,yes,20,10.8,1.4,1.74,Graduate
single,1,Veterinary Nursing,39,38,1,150,no,female,no,20,12.7,3.7,-1.7,Enrolled
single,3,Social Service,1,19,1,116,no,female,no,19,13.9,-0.3,0.79,Dropout
single,1,Journalism and Communication,1,3,3,155,no,female,no,18,8.9,1.4,3.51,Graduate
single,1,Veterinary Nursing,1,38,38,127,no,female,no,18,10.8,1.4,1.74,Graduate
single,1,Nursing,1,38,37,130.8,no,female,yes,19,13.9,-0.3,0.79,Graduate
single,6,Nursing,1,12,37,121.8,no,female,no,19,12.4,0.5,1.79,Dropout
single,1,Agronomy,19,37,37,140,no,male,no,43,16.2,0.3,-0.92,Enrolled
married,1,Communication Design,1,37,25,148.5,no,male,no,47,9.4,-0.8,-3.12,Dropout
single,1,Management,1,34,34,109.8,no,male,no,23,7.6,2.6,0.32,Dropout
single,1,Social Service,1,19,19,119.7,no,female,yes,19,8.9,1.4,3.51,Graduate
single,1,Nursing,1,3,3,122,no,female,no,20,12.7,3.7,-1.7,Graduate
single,1,Animation and Multimedia Design,1,1,3,147.5,no,female,yes,19,8.9,1.4,3.51,Graduate
single,1,Veterinary Nursing,1,37,37,150.8,no,female,no,19,15.5,2.8,-4.06,Graduate
single,1,Veterinary Nursing,39,19,37,150,no,female,no,19,13.9,-0.3,0.79,Graduate
single,1,Social Service (evening attendance),19,19,19,131.5,no,female,yes,39,11.1,0.6,2.02,Graduate
single,1,Communication Design,1,1,1,127.2,no,female,yes,20,10.8,1.4,1.74,Graduate
single,1,Communication Design,1,38,19,111,no,female,no,21,7.6,2.6,0.32,Graduate
single,5,Social Service,1,37,19,119.9,no,female,no,22,9.4,-0.8,-3.12,Graduate
single,2,Journalism and Communication,1,19,38,133.7,no,female,no,19,7.6,2.6,0.32,Dropout
single,1,Advertising and Marketing Management,1,1,19,140,no,female,no,22,13.9,-0.3,0.79,Graduate
single,2,Basic Education,1,19,19,113.9,no,female,yes,19,12.7,3.7,-1.7,Graduate
single,1,Animation and Multimedia Design,1,37,38,120.7,no,male,no,18,7.6,2.6,0.32,Dropout
facto union,1,Management,1,19,19,119.8,no,male,no,26,11.1,0.6,2.02,Enrolled
single,1,Management (evening attendance),1,37,37,121.8,no,male,no,36,12.7,3.7,-1.7,Dropout
single,1,Animation and Multimedia Design,1,19,2,117.7,no,male,yes,20,12.4,0.5,1.79,Graduate
married,1,Management,1,37,37,110,no,male,no,30,15.5,2.8,-4.06,Dropout
single,1,Agronomy,1,1,1,134.4,no,male,no,24,15.5,2.8,-4.06,Dropout
single,1,Management,1,34,34,125.3,no,male,no,26,7.6,2.6,0.32,Dropout
single,1,Management,1,19,38,119.1,no,male,no,19,13.9,-0.3,0.79,Dropout
facto union,1,Social Service,1,19,38,146,no,male,no,34,12.4,0.5,1.79,Graduate
single,1,Equinculture,1,1,1,130,no,male,no,33,9.4,-0.8,-3.12,Enrolled
single,6,Management,1,19,1,122,no,male,no,19,9.4,-0.8,-3.12,Graduate
single,5,Informatics Engineering,1,19,1,118.1,no,male,no,26,8.9,1.4,3.51,Dropout
single,1,Advertising and Marketing Management,1,38,37,105.2,no,male,no,29,16.2,0.3,-0.92,Dropout
single,5,Informatics Engineering,1,19,37,123.3,no,male,yes,19,8.9,1.4,3.51,Dropout
single,1,Animation and Multimedia Design,1,1,1,124.8,no,male,no,18,12.7,3.7,-1.7,Dropout
single,1,Management (evening attendance),19,19,37,149.4,no,male,no,29,11.1,0.6,2.02,Dropout
single,1,Tourism,1,37,37,108.5,no,male,no,21,9.4,-0.8,-3.12,Graduate
single,1,Tourism,1,1,1,125,no,male,no,19,10.8,1.4,1.74,Enrolled
single,1,Nursing,1,38,38,101,no,male,no,20,15.5,2.8,-4.06,Graduate
single,1,Veterinary Nursing,1,3,1,112.9,no,male,no,18,7.6,2.6,0.32,Dropout
single,3,Communication Design,1,38,37,120.2,no,male,no,18,15.5,2.8,-4.06,Enrolled
single,1,Management,1,34,34,111.6,no,male,yes,21,10.8,1.4,1.74,Enrolled
single,1,Management,1,1,1,134.1,no,male,no,20,8.9,1.4,3.51,Dropout
single,1,Informatics Engineering,1,37,37,101.6,no,male,yes,30,12.7,3.7,-1.7,Dropout
single,2,Advertising and Marketing Management,1,37,38,111.9,no,male,no,19,13.9,-0.3,0.79,Graduate
single,1,Management,1,1,19,118.4,no,male,no,30,8.9,1.4,3.51,Dropout
single,1,Management,1,38,1,127.1,no,male,yes,22,12.7,3.7,-1.7,Graduate
single,3,Animation and Multimedia Design,1,37,37,120.5,no,male,no,22,12.4,0.5,1.79,Graduate
single,4,Communication Design,1,1,1,136.1,no,male,no,19,11.1,0.6,2.02,Dropout
single,2,Advertising and Marketing Management,1,1,19,124,no,male,no,21,7.6,2.6,0.32,Dropout
single,4,Veterinary Nursing,1,38,38,141.6,no,male,no,21,7.6,2.6,0.32,Graduate
single,1,Animation and Multimedia Design,39,19,38,160,no,male,yes,21,15.5,2.8,-4.06,Dropout
single,1,Management,1,1,19,110,no,male,no,27,15.5,2.8,-4.06,Dropout
single,1,Biofuel Production Technologies,1,37,37,100,no,male,no,32,13.9,-0.3,0.79,Dropout
single,1,Advertising and Marketing Management,12,37,1,120,no,male,no,40,15.5,2.8,-4.06,Dropout
single,2,Management,1,37,1,124.8,no,male,no,20,7.6,2.6,0.32,Enrolled
single,1,Equinculture,39,4,4,140,no,male,no,20,12.7,3.7,-1.7,Dropout
single,3,Animation and Multimedia Design,1,37,37,124.3,no,male,no,18,7.6,2.6,0.32,Graduate
single,1,Management,1,1,38,118.9,no,male,no,21,12.7,3.7,-1.7,Dropout
single,1,Advertising and Marketing Management,1,19,37,130.2,no,male,no,18,12.7,3.7,-1.7,Dropout
single,1,Agronomy,1,1,3,120,no,male,no,19,16.2,0.3,-0.92,Enrolled
facto union,1,Communication Design,3,37,37,140,no,male,no,30,15.5,2.8,-4.06,Dropout
single,1,Agronomy,12,19,1,130,no,male,no,29,15.5,2.8,-4.06,Dropout
single,2,Informatics Engineering,1,1,1,130.4,no,male,no,18,7.6,2.6,0.32,Dropout
single,2,Advertising and Marketing Management,1,1,1,116.1,no,male,yes,18,9.4,-0.8,-3.12,Dropout
single,1,Agronomy,39,1,1,130,no,male,no,22,15.5,2.8,-4.06,Dropout
single,2,Management (evening attendance),1,37,37,124.3,no,male,no,27,12.7,3.7,-1.7,Dropout
single,6,Advertising and Marketing Management,1,38,1,125,no,male,no,20,10.8,1.4,1.74,Graduate
single,1,Social Service (evening attendance),2,19,38,110,no,male,no,42,11.1,0.6,2.02,Graduate
single,1,Agronomy,1,38,38,115,no,male,no,21,15.5,2.8,-4.06,Graduate
single,1,Nursing,1,1,38,129.6,yes,male,no,23,16.2,0.3,-0.92,Graduate
single,1,Communication Design,1,38,38,128.8,no,male,no,21,8.9,1.4,3.51,Dropout
single,3,Animation and Multimedia Design,1,4,3,144.2,no,male,no,19,12.7,3.7,-1.7,Graduate
married,1,Social Service,1,37,37,134,no,male,yes,40,8.9,1.4,3.51,Dropout
single,1,Management,1,19,1,112,no,male,no,22,12.7,3.7,-1.7,Dropout
single,2,Nursing,1,38,37,128.8,no,male,no,19,7.6,2.6,0.32,Graduate
single,1,Informatics Engineering,1,19,37,134,no,male,yes,24,12.7,3.7,-1.7,Enrolled
single,1,Tourism,1,3,1,125,no,male,no,21,12.7,3.7,-1.7,Enrolled
single,4,Informatics Engineering,1,3,1,123.2,no,male,no,18,8.9,1.4,3.51,Graduate
single,3,Informatics Engineering,1,37,37,118.4,no,male,no,18,7.6,2.6,0.32,Dropout
single,1,Advertising and Marketing Management,1,3,1,116.2,no,male,no,24,11.1,0.6,2.02,Dropout
single,1,Informatics Engineering,1,37,19,123,no,male,yes,28,9.4,-0.8,-3.12,Enrolled
single,1,Advertising and Marketing Management,1,19,38,113.5,no,female,yes,19,12.4,0.5,1.79,Graduate
single,1,Veterinary Nursing,40,3,3,125,no,female,no,28,11.1,0.6,2.02,Enrolled
single,3,Basic Education,1,12,1,134.8,no,female,no,18,7.6,2.6,0.32,Dropout
single,1,Animation and Multimedia Design,1,3,1,149.9,no,female,no,19,16.2,0.3,-0.92,Graduate
single,1,Nursing,1,1,1,119.8,no,female,yes,19,9.4,-0.8,-3.12,Graduate
single,1,Equinculture,1,39,3,125,no,female,no,21,10.8,1.4,1.74,Graduate
single,3,Nursing,1,1,19,135.1,no,female,no,18,13.9,-0.3,0.79,Dropout
single,4,Communication Design,1,3,19,138.3,no,female,no,19,9.4,-0.8,-3.12,Graduate
single,2,Nursing,1,38,38,122.5,no,female,no,19,10.8,1.4,1.74,Graduate
single,1,Communication Design,1,3,1,148,no,female,no,20,15.5,2.8,-4.06,Graduate
single,2,Journalism and Communication,1,1,1,126.2,no,female,no,18,12.7,3.7,-1.7,Graduate
single,4,Nursing,6,37,37,129.8,no,female,no,20,7.6,2.6,0.32,Graduate
single,1,Veterinary Nursing,19,19,37,104,no,female,no,26,10.8,1.4,1.74,Dropout
single,4,Nursing,1,3,1,126.7,no,female,no,18,13.9,-0.3,0.79,Dropout
single,1,Social Service (evening attendance),1,37,37,120,no,female,no,58,9.4,-0.8,-3.12,Graduate
single,2,Nursing,1,1,3,124.6,no,female,no,18,15.5,2.8,-4.06,Graduate
single,1,Veterinary Nursing,1,1,1,130,no,female,no,20,12.4,0.5,1.79,Enrolled
single,1,Management (evening attendance),1,38,37,127.3,no,female,no,20,11.1,0.6,2.02,Dropout
single,1,Management,1,37,37,122,no,female,no,29,9.4,-0.8,-3.12,Graduate
single,1,Social Service,3,1,1,125.1,no,female,no,27,16.2,0.3,-0.92,Dropout
single,1,Veterinary Nursing,1,19,38,110,no,female,yes,21,11.1,0.6,2.02,Graduate
single,1,Social Service,1,1,19,129.8,no,female,yes,20,15.5,2.8,-4.06,Graduate
single,1,Social Service,1,19,38,114.9,no,female,yes,19,11.1,0.6,2.02,Graduate
single,1,Nursing,1,37,38,125.6,no,female,yes,22,11.1,0.6,2.02,Graduate
single,3,Communication Design,1,38,37,125.1,no,female,yes,19,15.5,2.8,-4.06,Graduate
single,1,Journalism and Communication,1,37,1,115.7,no,female,no,19,12.4,0.5,1.79,Dropout
single,3,Basic Education,1,3,3,112.6,no,female,no,23,7.6,2.6,0.32,Enrolled
single,3,Journalism and Communication,1,1,1,127.2,no,female,yes,18,12.4,0.5,1.79,Dropout
single,1,Equinculture,39,1,19,140,no,female,no,19,12.7,3.7,-1.7,Dropout
single,1,Agronomy,39,1,1,140,no,female,no,20,12.4,0.5,1.79,Graduate
single,4,Social Service,1,1,38,120.4,no,female,yes,19,11.1,0.6,2.02,Graduate
single,1,Veterinary Nursing,19,37,37,100,no,female,yes,26,13.9,-0.3,0.79,Dropout
single,1,Social Service,1,1,19,113.5,no,female,yes,18,11.1,0.6,2.02,Graduate
single,1,Veterinary Nursing,1,37,37,132.1,no,female,no,29,12.7,3.7,-1.7,Dropout
single,1,Agronomy,39,3,1,160,no,female,no,20,16.2,0.3,-0.92,Graduate
single,1,Communication Design,1,19,2,126.3,no,female,no,19,15.5,2.8,-4.06,Graduate
single,1,Veterinary Nursing,39,1,1,160,no,female,no,23,12.4,0.5,1.79,Enrolled
single,1,Oral Hygiene,1,2,3,100,no,female,no,25,10.8,1.4,1.74,Enrolled
single,1,Nursing,1,3,3,125.8,no,female,no,18,10.8,1.4,1.74,Graduate
single,3,Communication Design,1,1,38,142.2,no,female,yes,19,9.4,-0.8,-3.12,Graduate
single,2,Basic Education,1,1,19,119.4,no,female,no,18,12.4,0.5,1.79,Graduate
single,2,Nursing,1,1,19,106.4,no,female,yes,19,12.4,0.5,1.79,Enrolled
single,1,Social Service (evening attendance),40,37,19,120,no,female,no,36,8.9,1.4,3.51,Dropout
single,1,Agronomy,39,1,38,150,no,male,yes,20,15.5,2.8,-4.06,Enrolled
single,2,Animation and Multimedia Design,1,1,1,148.6,no,male,no,20,11.1,0.6,2.02,Dropout
single,1,Social Service,1,38,38,108.7,no,male,no,18,11.1,0.6,2.02,Dropout
single,1,Agronomy,39,3,1,130,no,male,no,19,12.4,0.5,1.79,Enrolled
single,1,Social Service,1,1,44,124.6,no,male,no,20,8.9,1.4,3.51,Dropout
single,2,Nursing,1,19,19,131,no,male,no,18,15.5,2.8,-4.06,Graduate
single,1,Equinculture,39,3,1,130,no,male,no,20,12.4,0.5,1.79,Dropout
single,1,Informatics Engineering,1,19,1,116.1,no,male,no,24,9.4,-0.8,-3.12,Dropout
single,1,Journalism and Communication,1,19,38,125.6,no,male,no,19,8.9,1.4,3.51,Dropout
single,1,Informatics Engineering,1,19,19,121.3,no,male,no,18,7.6,2.6,0.32,Dropout
single,3,Informatics Engineering,1,4,38,107.4,no,male,no,18,8.9,1.4,3.51,Graduate
single,1,Tourism,1,1,19,116.9,no,male,no,18,8.9,1.4,3.51,Graduate
single,2,Advertising and Marketing Management,1,3,19,123.5,no,male,no,22,16.2,0.3,-0.92,Dropout
single,1,Advertising and Marketing Management,1,19,38,130.5,no,male,no,19,11.1,0.6,2.02,Graduate
married,1,Veterinary Nursing,12,1,39,140,no,female,no,32,13.9,-0.3,0.79,Dropout
single,1,Basic Education,1,34,19,117.1,no,female,yes,21,7.6,2.6,0.32,Dropout
single,1,Nursing,1,37,37,127.5,no,female,yes,19,12.7,3.7,-1.7,Graduate
divorced,1,Social Service (evening attendance),1,38,37,126,no,female,yes,39,12.7,3.7,-1.7,Graduate
single,1,Social Service (evening attendance),10,34,34,113,no,female,no,30,7.6,2.6,0.32,Graduate
single,1,Management,1,1,19,130.1,no,female,no,18,9.4,-0.8,-3.12,Dropout
married,1,Management (evening attendance),1,37,37,110,no,female,no,38,7.6,2.6,0.32,Dropout
single,3,Communication Design,1,34,37,135.8,no,female,no,20,9.4,-0.8,-3.12,Graduate
single,1,Social Service (evening attendance),19,34,34,126.3,no,female,no,55,7.6,2.6,0.32,Graduate
divorced,1,Communication Design,2,34,34,130,no,female,no,53,7.6,2.6,0.32,Dropout
married,1,Social Service (evening attendance),1,34,34,104,no,female,no,54,7.6,2.6,0.32,Dropout
single,1,Nursing,1,37,37,123.6,no,female,yes,18,7.6,2.6,0.32,Enrolled
single,1,Social Service (evening attendance),1,37,37,121,no,female,no,44,8.9,1.4,3.51,Dropout
single,1,Social Service,1,37,37,130.5,no,female,no,28,10.8,1.4,1.74,Graduate
single,1,Social Service (evening attendance),43,19,19,180,no,female,no,37,8.9,1.4,3.51,Graduate
single,1,Social Service,1,14,14,112.5,no,female,no,20,7.6,2.6,0.32,Graduate
single,3,Nursing,1,19,3,126.1,no,female,no,18,15.5,2.8,-4.06,Enrolled
single,1,Social Service,1,19,19,111.8,no,male,no,19,8.9,1.4,3.51,Dropout
single,1,Agronomy,1,38,37,131.4,no,male,yes,23,15.5,2.8,-4.06,Graduate
single,1,Social Service,1,19,37,144.3,no,male,no,22,13.9,-0.3,0.79,Dropout
single,1,Tourism,1,3,19,115,no,male,no,24,11.1,0.6,2.02,Dropout
single,1,Agronomy,39,4,4,120,no,male,no,22,12.4,0.5,1.79,Enrolled
single,1,Agronomy,1,1,38,168.6,no,male,no,26,13.9,-0.3,0.79,Dropout
single,6,Journalism and Communication,1,37,37,127.7,no,male,no,18,9.4,-0.8,-3.12,Graduate
single,1,Equinculture,39,38,19,150,no,male,no,24,11.1,0.6,2.02,Dropout
single,1,Informatics Engineering,1,1,38,129.8,no,male,no,18,10.8,1.4,1.74,Enrolled
single,1,Animation and Multimedia Design,1,1,38,135.6,no,male,no,26,11.1,0.6,2.02,Dropout
single,1,Tourism,19,37,37,100,no,male,no,27,16.2,0.3,-0.92,Dropout
single,1,Agronomy,39,37,37,140,no,male,yes,20,12.4,0.5,1.79,Graduate
single,1,Informatics Engineering,1,12,1,124.1,no,male,no,19,7.6,2.6,0.32,Dropout
single,1,Veterinary Nursing,1,38,38,131.6,no,male,yes,18,11.1,0.6,2.02,Dropout
single,3,Nursing,1,1,1,129,no,male,no,18,10.8,1.4,1.74,Graduate
single,1,Advertising and Marketing Management,1,37,37,135.7,no,male,no,19,10.8,1.4,1.74,Enrolled
single,1,Communication Design,1,37,37,108,no,male,no,34,7.6,2.6,0.32,Enrolled
single,1,Social Service,1,38,19,110.8,no,male,no,19,16.2,0.3,-0.92,Dropout
